	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000116221.15|MRPL37|protein_coding	34.3902709981574	0.47331807261893494	0.04529917880848005	10.448711987033402	1.4852861456247997e-25	5.001263187925315e-24
ENSG00000165105.10|RASEF|protein_coding	12.173374362577901	-0.8672046421963266	0.08305281577235968	-10.441604346964668	1.6008206486379095e-25	5.381597545090314e-24
ENSG00000104763.20|ASAH1|protein_coding	24.689029932128147	-0.8670965184145244	0.08306411172454853	-10.438882694489408	1.6473817818696328e-25	5.529207484622988e-24
ENSG00000106397.12|PLOD3|protein_coding	15.397040456780976	0.6078243134789981	0.05825001405474655	10.43474964499977	1.7206672558976272e-25	5.7658951148993955e-24
ENSG00000148513.18|ANKRD30A|protein_coding	9.908288959559812	-1.8629324129852112	0.17856326275783824	-10.43289859410589	1.7545281919553753e-25	5.86992473594316e-24
ENSG00000130517.14|PGPEP1|protein_coding	5.166029777096951	-0.6486697791445639	0.06225953765728591	-10.418801737899726	2.0350084999312983e-25	6.797384962190392e-24
ENSG00000073792.16|IGF2BP2|protein_coding	1.4447083873975985	2.178468719501497	0.20913827768297502	10.416403652342193	2.086959944041431e-25	6.959760978184888e-24
ENSG00000043143.20|JADE2|protein_coding	6.476843313622355	-0.7082534716972235	0.06801446335314106	-10.413277364549183	2.1566651231652185e-25	7.180730217593075e-24
ENSG00000084444.14|FAM234B|protein_coding	17.78097076152855	-1.287651587231791	0.12367538531073519	-10.411542959793966	2.196326229464752e-25	7.30112082946313e-24
ENSG00000144580.14|CNOT9|protein_coding	12.939105794672043	0.34997110492650524	0.03363258180179577	10.405716307744742	2.334933557043577e-25	7.749525498321542e-24
ENSG00000118564.15|FBXL5|protein_coding	28.354477686554876	-0.4820488053042034	0.04634730852347314	-10.400793933051455	2.4587594821201026e-25	8.147523670243131e-24
ENSG00000155380.12|SLC16A1|protein_coding	8.818653578520752	1.0372274506090116	0.09974707259537015	10.398575352848555	2.5166761406082407e-25	8.326203301380565e-24
ENSG00000139354.11|GAS2L3|protein_coding	1.4956257302195106	0.8769404327073863	0.08438716995860733	10.391869204021578	2.700088750064196e-25	8.918851001202541e-24
ENSG00000171492.14|LRRC8D|protein_coding	9.26992174403377	0.6336630736003593	0.06099244602838812	10.389205792885063	2.776554315730707e-25	9.156917975122647e-24
ENSG00000175931.13|UBE2O|protein_coding	9.695595482106752	0.43437699227322474	0.041819658549040156	10.386909107922273	2.8442117631192205e-25	9.365229980836321e-24
ENSG00000172115.9|CYCS|protein_coding	22.111563666247683	0.5027053452508854	0.0483986788705284	10.38675759302595	2.84873221162509e-25	9.3653194774293e-24
ENSG00000185104.20|FAF1|protein_coding	8.410816145417977	0.4052508275441419	0.0390284584625752	10.383469998763623	2.9485898828628293e-25	9.678339988741725e-24
ENSG00000138131.4|LOXL4|protein_coding	3.115507279389881	1.7225785988611777	0.16594436426591563	10.38045857406071	3.0430991967901834e-25	9.972848515518521e-24
ENSG00000065361.16|ERBB3|protein_coding	48.67051348327801	-0.6289641049452767	0.06062789081506259	-10.374170971308386	3.2502113895133027e-25	1.0634875351903574e-23
ENSG00000130202.10|NECTIN2|protein_coding	64.17251146565037	-0.5923806792810168	0.057123021611404264	-10.370261631306136	3.385964368586834e-25	1.106170146308078e-23
ENSG00000160213.9|CSTB|protein_coding	48.43773303624256	0.7738021498012283	0.0746253829752754	10.369154823066053	3.4254089807912333e-25	1.1173051547203704e-23
ENSG00000072274.13|TFRC|protein_coding	23.049862170990718	0.8104805812285371	0.07816759298510045	10.368498635784052	3.4490089396979797e-25	1.123245208283203e-23
ENSG00000049541.11|RFC2|protein_coding	19.172265488454922	0.480146180068464	0.04631429236614658	10.367127630334405	3.498838784961463e-25	1.1376957378307608e-23
ENSG00000168434.13|COG7|protein_coding	9.257406313427404	-0.4783879891086102	0.04614923561215713	-10.366108620498757	3.5363367365028697e-25	1.148097610575223e-23
ENSG00000172216.6|CEBPB|protein_coding	34.041798466987046	0.7941873995653396	0.07663472220337714	10.363284118883923	3.6423684104970218e-25	1.1806825004663985e-23
ENSG00000172236.18|TPSAB1|protein_coding	8.847460175313385	-1.3669488194240142	0.13190939051544903	-10.362786258677462	3.6613819619207183e-25	1.1850028607502103e-23
ENSG00000144381.18|HSPD1|protein_coding	56.70725624498985	0.5476248789567388	0.05284627700468762	10.362600924719123	3.6684850596278123e-25	1.1854609937646896e-23
ENSG00000091127.14|PUS7|protein_coding	6.593003762202393	0.5575577725850874	0.05380961933212764	10.361674724805036	3.7041876928936386e-25	1.1951452644424475e-23
ENSG00000139631.19|CSAD|protein_coding	6.336937903134048	-0.9761789536213363	0.09421391896564041	-10.361302919341956	3.718616500979783e-25	1.1979462709416015e-23
ENSG00000100583.4|SAMD15|protein_coding	1.5575191088983233	-1.3692832318450128	0.13217973742918065	-10.359252170391459	3.799207282542758e-25	1.2220197128092394e-23
ENSG00000147642.17|SYBU|protein_coding	6.072098964072319	-1.0809062690458573	0.10443755863090859	-10.349784916611025	4.194269927260589e-25	1.347013375868913e-23
ENSG00000074410.14|CA12|protein_coding	71.65619200576923	-1.2927497924425022	0.12490774366103442	-10.34963689641751	4.200759336971942e-25	1.3470219517000954e-23
ENSG00000119231.11|SENP5|protein_coding	6.319288085589718	0.44621675734339966	0.043115771999106184	10.349269806711336	4.2168960211438045e-25	1.3501192591198206e-23
ENSG00000029364.12|SLC39A9|protein_coding	21.96693705240403	-0.4661333818790438	0.04504338956696711	-10.348541403306957	4.249097566689477e-25	1.3583426469709932e-23
ENSG00000117906.14|RCN2|protein_coding	7.487203960342807	0.47829691134348357	0.04624535874596394	10.34259273391899	4.521363934411031e-25	1.4431667455578734e-23
ENSG00000154127.10|UBASH3B|protein_coding	0.9486050677626823	1.3135453791831533	0.127094406438622	10.335194254339642	4.88421506728161e-25	1.5566008355864007e-23
ENSG00000175727.14|MLXIP|protein_coding	6.697919935599217	0.5878308727357795	0.05688601659401651	10.333486292967292	4.971996926568882e-25	1.5821577395492398e-23
ENSG00000173013.6|CCDC96|protein_coding	2.4305884059318124	-1.0375876403658335	0.10041465003699676	-10.33303048891317	4.995686384430238e-25	1.587272733394504e-23
ENSG00000107929.15|LARP4B|protein_coding	8.86483835715801	0.39374829929348465	0.03813371954583655	10.325462713392042	5.405753019435281e-25	1.714948404628456e-23
ENSG00000146281.6|PM20D2|protein_coding	3.4550599503598054	1.2357011139560792	0.11968835936706435	10.324321600619397	5.470413265484321e-25	1.7328240682749196e-23
ENSG00000156050.10|FAM161B|protein_coding	2.5261253940347546	-0.9844096035348626	0.0953794437128209	-10.320982857677734	5.664034693166753e-25	1.7914336131968836e-23
ENSG00000176907.5|TCIM|protein_coding	46.386357098073525	-1.3967482939821856	0.13533900103539082	-10.320367989246051	5.700425641438155e-25	1.8002116915832647e-23
ENSG00000177602.5|HASPIN|protein_coding	1.0605226778481152	1.0219510952987405	0.09903485497716336	10.319105284037567	5.775886739524363e-25	1.8212830153087187e-23
ENSG00000143412.10|ANXA9|protein_coding	29.15502709158706	-1.0332076991617483	0.10014092674444376	-10.31753682286623	5.870999876155944e-25	1.8484781030017877e-23
ENSG00000135919.14|SERPINE2|protein_coding	6.073122284355291	1.0316815324171589	0.10003350819371687	10.313359503690373	6.131954595284935e-25	1.9277274453925175e-23
ENSG00000064995.18|TAF11|protein_coding	15.365866123995017	0.43581419999261245	0.04227765019214507	10.30838275097853	6.4578871799002615e-25	2.027134676064174e-23
ENSG00000161542.17|PRPSAP1|protein_coding	8.30825678643081	0.4734691515061931	0.045949274684956236	10.304170299802506	6.747136947552575e-25	2.1147454947043354e-23
ENSG00000117013.17|KCNQ4|protein_coding	0.7259908759444006	2.014174858921347	0.195859652893416	10.283766100705959	8.340347048539506e-25	2.6101779809716055e-23
ENSG00000211455.8|STK38L|protein_coding	11.084859654307994	0.7589703142596327	0.073812784500704	10.282369367225185	8.46212992498686e-25	2.6443204501724306e-23
ENSG00000117115.13|PADI2|protein_coding	18.996262261496597	1.4379975592046312	0.13986628418274794	10.281230874238123	8.56269853818244e-25	2.671741401666716e-23
ENSG00000148429.14|USP6NL|protein_coding	2.5391721279948976	0.6847681201808787	0.06661596735586954	10.279339133856228	8.73243023595885e-25	2.720628451540962e-23
ENSG00000196754.13|S100A2|protein_coding	8.680388607524515	1.9391050251521738	0.18870854979556356	10.275660680201788	9.072069902448741e-25	2.822226163831927e-23
ENSG00000181444.13|ZNF467|protein_coding	8.852901504416918	-0.8149797143266397	0.079374117439824	-10.26757513171093	9.865314609919119e-25	3.064422539710047e-23
ENSG00000013810.20|TACC3|protein_coding	6.549937475963681	0.7071911669049872	0.06892834073781266	10.259802562127202	1.0692513409884603e-24	3.316429419675964e-23
ENSG00000134308.14|YWHAQ|protein_coding	127.03210111343932	0.44952432421783783	0.043816197613575913	10.259318441602021	1.07462516449391e-24	3.328144473038123e-23
ENSG00000197498.13|RPF2|protein_coding	9.32836368475267	0.5150212086376565	0.05020169137177358	10.25904097181938	1.0777171821570512e-24	3.332768431409409e-23
ENSG00000168883.20|USP39|protein_coding	18.944817333127375	0.3288397677684911	0.03207658736400761	10.251706767830125	1.1627201885858912e-24	3.590307687510479e-23
ENSG00000106688.12|SLC1A1|protein_coding	13.980277364695194	-1.8595719562592756	0.1813987368319304	-10.251294957925792	1.1676852378046856e-24	3.6003052383969025e-23
ENSG00000112640.16|PPP2R5D|protein_coding	9.69316755096087	0.4959246386946856	0.04838175548148196	10.250240690098563	1.1804921076256679e-24	3.634416100331137e-23
ENSG00000088543.15|C3orf18|protein_coding	3.1294588554416265	-0.8743513478550726	0.085408827674997	-10.237247971394819	1.3502243178702755e-24	4.1508444627389604e-23
ENSG00000089177.19|KIF16B|protein_coding	9.547509901516214	-0.7741804333035198	0.07567300291661114	-10.230602770668929	1.4461642591319995e-24	4.4392344113532057e-23
ENSG00000137502.10|RAB30|protein_coding	7.608679471592066	-1.108748910748123	0.10838961629726214	-10.229290854830062	1.4658883536000787e-24	4.4931633756009473e-23
ENSG00000110013.13|SIAE|protein_coding	4.700207571951427	-0.7716186479684568	0.07547013028641017	-10.224159479255615	1.5456294003198646e-24	4.7306246095252483e-23
ENSG00000267480.1|AP001542.3|lncRNA	1.423032134584003	1.1723102137902328	0.11468980376729704	10.221573106610446	1.5874353421327354e-24	4.8444130554785095e-23
ENSG00000112130.17|RNF8|protein_coding	3.4668623133311347	0.5872638099391404	0.05745337587127477	10.221571857760189	1.5874557966184437e-24	4.8444130554785095e-23
ENSG00000183888.4|SRARP|protein_coding	3.2044723556465047	-1.7986953083474218	0.17605604722073306	-10.216606227062902	1.670885719270792e-24	5.091560094555719e-23
ENSG00000157613.11|CREB3L1|protein_coding	20.467513462852125	-1.0715236591156103	0.10489065484583329	-10.21562560259081	1.6878681128326183e-24	5.1358007409883595e-23
ENSG00000132912.13|DCTN4|protein_coding	17.572627803765503	-0.4354094480082696	0.042630703593105605	-10.213517753872718	1.7249526682616125e-24	5.240989572095742e-23
ENSG00000149292.17|TTC12|protein_coding	3.6957400965911984	-0.776480610107858	0.07605908141255421	-10.208913856007905	1.8087818585526085e-24	5.487691452374384e-23
ENSG00000166002.7|SMCO4|protein_coding	13.012027174140249	0.8148371579891761	0.07984242237366518	10.205566586841657	1.872251862868801e-24	5.671997903746282e-23
ENSG00000064225.12|ST3GAL6|protein_coding	1.4082441954449159	0.9866628629174731	0.09668823408354799	10.20458044631264	1.8913680583937812e-24	5.721594258505309e-23
ENSG00000110171.20|TRIM3|protein_coding	5.344184610395181	-0.7994395776003473	0.07835863651515843	-10.202316083507862	1.9359972451750675e-24	5.848114576983179e-23
ENSG00000101224.17|CDC25B|protein_coding	16.540276115955425	0.8053862827142896	0.07896668910896125	10.199063577339388	2.0019333142999944e-24	6.038537781469577e-23
ENSG00000132031.13|MATN3|protein_coding	7.525599298614351	-1.2145065276017886	0.11908483845527605	-10.198666289982107	2.0101382275438654e-24	6.04578803415538e-23
ENSG00000166106.3|ADAMTS15|protein_coding	13.218258812908022	-1.390691447051109	0.136358880311227	-10.198759654501266	2.0082070423875275e-24	6.04578803415538e-23
ENSG00000113407.14|TARS1|protein_coding	27.811472422997454	0.46432348691490916	0.04554331435593514	10.195206332285721	2.0830174467992175e-24	6.255955712339494e-23
ENSG00000115825.11|PRKD3|protein_coding	4.124783433891421	0.7305203648504123	0.07173637195820821	10.18340271342402	2.351904266431808e-24	7.053343974854413e-23
ENSG00000164128.7|NPY1R|protein_coding	71.41355410201005	-2.380441763814916	0.23384200296690977	-10.17970139501313	2.4430990272764443e-24	7.316309342747548e-23
ENSG00000132854.19|KANK4|protein_coding	3.1650717436933045	1.4036816610896852	0.13789693214696985	10.179208770167913	2.4554977277918706e-24	7.342889403208889e-23
ENSG00000131148.9|EMC8|protein_coding	5.819266919638141	0.4683919125717235	0.04602438308620561	10.177038368866471	2.5108702454654593e-24	7.497717553902087e-23
ENSG00000105699.16|LSR|protein_coding	57.44341012644916	0.6526740383117884	0.06415151454103181	10.17394589950535	2.5919101409218723e-24	7.728638493166607e-23
ENSG00000163597.15|SNHG16|lncRNA	4.697457498007394	0.5795349442185264	0.05696964228869603	10.172697614664825	2.625351392957274e-24	7.81717129762978e-23
ENSG00000085377.15|PREP|protein_coding	6.010172055054415	0.6140155490768388	0.060376408681742086	10.169792514713084	2.7048422190958292e-24	8.042371807790922e-23
ENSG00000013288.9|MAN2B2|protein_coding	10.444359952027778	-0.4977335308448401	0.04895730727079963	-10.166685191481335	2.79250636983129e-24	8.291198043645809e-23
ENSG00000269516.6|CYP4F23P|transcribed_unprocessed_pseudogene	4.787438383926582	-1.5034035211812922	0.1478956775216592	-10.165297230956057	2.8325674728017053e-24	8.39817977746884e-23
ENSG00000131171.13|SH3BGRL|protein_coding	172.84656936013116	-0.9157120741024438	0.09021833487665115	-10.149955387166358	3.31514935200277e-24	9.815008230652519e-23
ENSG00000100296.14|THOC5|protein_coding	3.9762887704638046	0.5701802274123864	0.05619349014532744	10.146730981431977	3.4264916288502666e-24	1.0130264541861859e-22
ENSG00000163535.18|SGO2|protein_coding	2.4592341829009143	0.6856127916698891	0.06759148362546986	10.1434789546702	3.54253880578582e-24	1.0458517893625191e-22
ENSG00000155959.12|VBP1|protein_coding	27.97756696358763	0.37522793498012547	0.03700722200211298	10.139316454466679	3.69677213933078e-24	1.0898418910901196e-22
ENSG00000168993.15|CPLX1|protein_coding	3.5536310030300466	-1.1357583990653375	0.11202066840314069	-10.138828979112702	3.71526414593444e-24	1.0937464773123097e-22
ENSG00000138385.16|SSB|protein_coding	17.258332306234095	0.31245603329275945	0.030821774780587598	10.137509456124924	3.765780191466523e-24	1.107054393945511e-22
ENSG00000173960.14|UBXN2A|protein_coding	3.9976073439605933	0.5449956711364748	0.05376956036211229	10.13576580255054	3.833578362728238e-24	1.1239973497644128e-22
ENSG00000176014.13|TUBB6|protein_coding	15.015525201878129	0.7634972876434536	0.07532716268086542	10.13574998009844	3.8341990868996664e-24	1.1239973497644128e-22
ENSG00000196584.3|XRCC2|protein_coding	1.817544963867142	0.7975415866014042	0.07869691133711518	10.134344195351744	3.8897480697440905e-24	1.138680042383091e-22
ENSG00000132436.11|FIGNL1|protein_coding	3.8991838864419806	0.5524761955365606	0.0545480570235074	10.128247011593317	4.1400480202937795e-24	1.210252747363019e-22
ENSG00000101222.12|SPEF1|protein_coding	1.6976421978477492	-1.7166895668898619	0.16950143952503544	-10.127876032795026	4.1557820521023714e-24	1.2131507746774472e-22
ENSG00000081923.15|ATP8B1|protein_coding	13.637879616606847	-0.7288924349904019	0.07198422424356316	-10.125724666062224	4.248200918039651e-24	1.2383951291566498e-22
ENSG00000110427.17|KIAA1549L|protein_coding	1.2198211907980896	1.189699553671836	0.1175706669353193	10.119016798010861	4.5496278533466056e-24	1.324411918258426e-22
ENSG00000187605.15|TET3|protein_coding	4.008257699905209	0.5754673775914929	0.05687791741384735	10.117588754249837	4.616483747351923e-24	1.3419995919952041e-22
ENSG00000254087.8|LYN|protein_coding	6.178812501858327	0.7606676307512819	0.07532126337642131	10.09897599499642	5.582201823792281e-24	1.6204712063134054e-22
ENSG00000134324.12|LPIN1|protein_coding	3.7022641554203704	0.9098976507416376	0.09010883838776185	10.097762517214024	5.6516941752593645e-24	1.6383624714176763e-22
ENSG00000166946.14|CCNDBP1|protein_coding	6.778144097679245	-0.5206764149164786	0.05157238461179234	-10.096031409752245	5.752315146067031e-24	1.665215341520488e-22
ENSG00000080839.12|RBL1|protein_coding	3.402828799495452	0.6711240850442988	0.0664831857687776	10.094643890538077	5.8342443291953395e-24	1.6865902157200895e-22
ENSG00000012660.14|ELOVL5|protein_coding	109.09880273688061	-0.8697601301856482	0.08618347609251806	-10.091959266669168	5.9960592835812784e-24	1.730967640549648e-22
ENSG00000159214.13|CCDC24|protein_coding	5.253088775271675	-0.824350246597129	0.08172064681366013	-10.087417057244016	6.280023286717239e-24	1.8104360354778344e-22
ENSG00000109861.17|CTSC|protein_coding	4.303703718044628	0.8260298302417043	0.08188869933922899	10.087226160716325	6.2922448108832004e-24	1.811453847972908e-22
ENSG00000161031.13|PGLYRP2|protein_coding	3.069696618988474	-2.506914235092242	0.24857479023016166	-10.085150761953885	6.4266452141357436e-24	1.8475940165273284e-22
ENSG00000106003.13|LFNG|protein_coding	18.969210073521477	-0.9946719941192377	0.09863795451623451	-10.084069555148043	6.49778541494691e-24	1.8654730220900612e-22
ENSG00000169764.16|UGP2|protein_coding	20.89288795845271	0.5426589694505223	0.053815360237845195	10.08371898008595	6.521019239141369e-24	1.8695681430732262e-22
ENSG00000130816.17|DNMT1|protein_coding	7.843676245284343	0.520235843177696	0.05159728841568284	10.082619826579334	6.594398671468348e-24	1.8880089493051481e-22
ENSG00000121579.13|NAA50|protein_coding	28.22147447828674	0.4155725456130931	0.04124711810056087	10.075189849625936	7.112330495644731e-24	2.0335021196258317e-22
ENSG00000156471.13|PTDSS1|protein_coding	18.494696386433628	0.5724881950784638	0.056861104719352636	10.068186291913845	7.63734406498247e-24	2.1806186622798575e-22
ENSG00000214160.10|ALG3|protein_coding	17.215706195514013	0.5044568659039916	0.05011553903738968	10.065877282645442	7.818711900920808e-24	2.2293490034321805e-22
ENSG00000165661.17|QSOX2|protein_coding	4.5786600666541135	0.532676280944529	0.05292722543519103	10.064315228403329	7.943820423018143e-24	2.261926899958568e-22
ENSG00000146386.8|ABRACL|protein_coding	41.109170917298655	0.7372909594376319	0.07327531546287777	10.061928151113223	8.13884690211369e-24	2.314297216654238e-22
ENSG00000003756.17|RBM5|protein_coding	6.686900585144767	-0.5062390894799496	0.050325793578100755	-10.059237092691157	8.364399719228601e-24	2.3751932336223666e-22
ENSG00000050344.9|NFE2L3|protein_coding	4.61898207924598	0.9226064414653208	0.09172297627888445	10.058618667803891	8.417101955452129e-24	2.3869068851359014e-22
ENSG00000167900.12|TK1|protein_coding	42.06936607365648	0.8823286257391212	0.08772631113257648	10.05774224799788	8.492354291798326e-24	2.4049747351080507e-22
ENSG00000057608.17|GDI2|protein_coding	96.89499947835817	0.38790088302000586	0.03858392237244975	10.053433118478914	8.872153390109662e-24	2.509122023202926e-22
ENSG00000163879.11|DNALI1|protein_coding	10.756694110460137	-1.1906890266239827	0.11847816162405034	-10.049860753260372	9.199732280454403e-24	2.598238752323999e-22
ENSG00000177685.17|CRACR2B|protein_coding	16.130041691080034	-0.9861569278201879	0.09815813869056568	-10.046613973895278	9.507831314561741e-24	2.681620136527881e-22
ENSG00000135049.16|AGTPBP1|protein_coding	3.8514706834498758	0.6412716266083613	0.06384386743336445	10.044373130711005	9.726411656587717e-24	2.739562137273754e-22
ENSG00000007968.7|E2F2|protein_coding	2.1448744623955234	0.9889057696698972	0.09847914584403236	10.041778502385567	9.985724764346643e-24	2.805019693575163e-22
ENSG00000264425.1|MIR4653|miRNA	4.131543719374561	1.0938168563714568	0.10892632885723703	10.041804106012371	9.98313272925211e-24	2.805019693575163e-22
ENSG00000119711.13|ALDH6A1|protein_coding	7.430576489173746	-0.6516806249490468	0.06493486863243739	-10.035911963384	1.059755325879877e-23	2.9728775581849626e-22
ENSG00000188938.17|FAM120AOS|protein_coding	9.3531641924222	-0.47852765145431375	0.04768270010694317	-10.03566598328257	1.0624002205550267e-23	2.9762913705683363e-22
ENSG00000259725.1|AC106738.2|lncRNA	2.5751028940294014	-1.5101418725964726	0.15049398636459385	-10.03456622471234	1.0743055228808645e-23	3.0056040286450815e-22
ENSG00000197905.10|TEAD4|protein_coding	8.424204533224733	0.6931381194381336	0.06908015324500544	10.03382428784997	1.0824118081623298e-23	3.024223769105555e-22
ENSG00000236699.9|ARHGEF38|protein_coding	2.1183581359964503	-1.3377811525290342	0.13333775959007224	-10.033025578364672	1.0912060968159425e-23	3.04471334349862e-22
ENSG00000132768.14|DPH2|protein_coding	9.274767478048345	0.4664121081264118	0.04650481917799388	10.029328494779277	1.1328439815108246e-23	3.1566667254853096e-22
ENSG00000119888.11|EPCAM|protein_coding	112.23663782016459	0.6346942622609639	0.06332130191703111	10.023392492665321	1.2030121938427761e-23	3.3477147071114797e-22
ENSG00000003147.19|ICA1|protein_coding	11.544749276564737	-0.5697842267885577	0.05684997350090107	-10.02259441298643	1.2127685863291319e-23	3.3703647526477463e-22
ENSG00000141294.10|LRRC46|protein_coding	2.413114423658494	-1.315763020699367	0.13131314053736437	-10.020040761457338	1.2445160874316019e-23	3.4539878575681594e-22
ENSG00000174788.10|PCP2|protein_coding	2.9393545664902616	-1.5816529852736494	0.1579235458648779	-10.01530820886544	1.3055434404648206e-23	3.618542809788332e-22
ENSG00000163781.14|TOPBP1|protein_coding	8.834223028694213	0.45461441067801867	0.04542804728034896	10.007350918529873	1.4149046523350266e-23	3.9164485615695827e-22
ENSG00000117472.10|TSPAN1|protein_coding	47.036911463543554	-1.4491303379717115	0.1448540156233209	-10.00407432086686	1.4625303839574024e-23	4.0429072669528035e-22
ENSG00000103269.14|RHBDL1|protein_coding	2.542035219838662	-1.3479669688753138	0.13475188808412578	-10.003325282045594	1.4736387528383454e-23	4.0682188775377e-22
ENSG00000106263.18|EIF3B|protein_coding	28.06910268175794	0.4178991706115061	0.0417865055564897	10.00081641300594	1.5114578129676002e-23	4.1671051846142447e-22
ENSG00000204392.11|LSM2|protein_coding	42.11907186822014	0.4932938069168019	0.049335540230763086	9.998751500631373	1.5433044431663902e-23	4.249285932485743e-22
ENSG00000152284.5|TCF7L1|protein_coding	8.897419447746602	1.032781393724953	0.10334102255108456	9.993914983901174	1.6205213039343822e-23	4.450135116983443e-22
ENSG00000186871.7|ERCC6L|protein_coding	1.8010929505271516	0.8086362420791787	0.0809122416175941	9.993991340654484	1.6192730108244634e-23	4.450135116983443e-22
ENSG00000274173.1|AL035661.1|lncRNA	26.76648595857861	-0.795668998538086	0.07961826490756149	-9.993548584132984	1.6265245394411178e-23	4.460743549417266e-22
ENSG00000157193.18|LRP8|protein_coding	0.48210458324516386	1.5262812400407895	0.15278292792809722	9.989867721078683	1.688068573986361e-23	4.623444584441225e-22
ENSG00000099282.10|TSPAN15|protein_coding	48.950259747928264	-0.7312345105995082	0.07320815640487668	-9.988429520823145	1.7127369407098456e-23	4.684852500684424e-22
ENSG00000189159.16|JPT1|protein_coding	39.189675457319204	0.7792684927684993	0.07803402062707936	9.986266073519191	1.750518833328746e-23	4.781921892931986e-22
ENSG00000105523.3|FAM83E|protein_coding	5.688421607797133	-1.579224625219426	0.15826994777764627	-9.978044773465657	1.901772521015427e-23	5.188304274283317e-22
ENSG00000109220.11|CHIC2|protein_coding	10.508871935504516	0.42016673293946183	0.04211662510540582	9.97626784881042	1.9361272221984123e-23	5.275124142781896e-22
ENSG00000207146.1|Y_RNA|misc_RNA	2.1293524252953913	-1.643585535249587	0.16475642932583523	-9.975850666192233	1.944281609701478e-23	5.290425795170746e-22
ENSG00000125869.10|LAMP5|protein_coding	7.094200306511732	-1.0978988393153268	0.11007361917459513	-9.974223138551265	1.9764202204528735e-23	5.370863970651792e-22
ENSG00000109586.12|GALNT7|protein_coding	16.712839460302288	-0.8784752063001741	0.0881239145932987	-9.96863575970758	2.0908088251671658e-23	5.674313586322818e-22
ENSG00000204175.5|GPRIN2|protein_coding	1.5852121037216171	1.6554889066473888	0.16613589296155892	9.96466734031063	2.176010971852042e-23	5.897866929299364e-22
ENSG00000248779.1|AC093297.1|lncRNA	9.812308257274475	-3.4446283556428767	0.34574469544948644	-9.962924669501225	2.214504175326852e-23	5.9944039644594255e-22
ENSG00000185262.9|UBALD2|protein_coding	25.40094643616225	0.5959089628468545	0.05985217267823507	9.956346381115646	2.3659832540046122e-23	6.396133458264349e-22
ENSG00000109854.14|HTATIP2|protein_coding	14.901304431706636	0.6626325632166008	0.06657777796159718	9.952758765827461	2.4528736614220885e-23	6.62244115609075e-22
ENSG00000270170.2|NCBP2AS2|protein_coding	19.43078328633856	0.5363141242875414	0.053894187010413125	9.951242500121912	2.490540022540072e-23	6.715436699845113e-22
ENSG00000007933.13|FMO3|protein_coding	1.6928935511016874	1.8261001204669864	0.1835435610531509	9.949137468996698	2.543783418114899e-23	6.850139248548946e-22
ENSG00000260912.1|AL158206.1|lncRNA	5.452476866940327	-0.844888637349275	0.08492289885084055	-9.948890685340901	2.5500987623648772e-23	6.858284968254341e-22
ENSG00000134874.18|DZIP1|protein_coding	1.403059932119401	0.9369980872085232	0.0942111679764286	9.945722012946042	2.63257973718945e-23	7.070987044103055e-22
ENSG00000171848.16|RRM2|protein_coding	7.026286409817303	0.9020605565227164	0.09075227576944712	9.939811964764042	2.793539512056488e-23	7.49366075286916e-22
ENSG00000128283.7|CDC42EP1|protein_coding	33.90786311210566	0.7490438712950032	0.07538901869643075	9.935715893997521	2.9107751996811065e-23	7.798108931485e-22
ENSG00000260219.2|CD2BP2-DT|lncRNA	5.945692165390045	-0.9133956088953671	0.09194487988706848	-9.934165012964804	2.9564240238118105e-23	7.910236961272088e-22
ENSG00000064102.15|INTS13|protein_coding	11.578492848672097	0.5410006960854367	0.0544641766275728	9.933147429819988	2.986760092426492e-23	7.98115905210838e-22
ENSG00000159166.15|LAD1|protein_coding	14.675609859559643	1.1262239308798971	0.11338486728842638	9.932753442441566	2.998588189746653e-23	8.002506227770741e-22
ENSG00000183340.7|JRKL|protein_coding	3.607696293038681	0.7109830815001625	0.07158209114713293	9.932415637855243	3.0087665174948454e-23	8.019401601553077e-22
ENSG00000134758.14|RNF138|protein_coding	7.196281590680174	0.5249436608640881	0.052878368422637434	9.927380070965988	3.1646111109993866e-23	8.424008861629657e-22
ENSG00000077152.11|UBE2T|protein_coding	16.19806319041767	0.7935359450358536	0.07996100125867522	9.924037124907317	3.2724585989701294e-23	8.699981451318165e-22
ENSG00000150540.14|HNMT|protein_coding	9.961210081984296	-0.6071091781777944	0.06117641125398464	-9.92390965297513	3.276642243909715e-23	8.700006915899388e-22
ENSG00000108176.15|DNAJC12|protein_coding	24.25496398089165	-1.4076087647110438	0.14194975381404673	-9.916246607620062	3.5381172037902034e-23	9.382312579974455e-22
ENSG00000114346.14|ECT2|protein_coding	11.912638421567356	0.6484915170339911	0.06540672742341119	9.914752542746465	3.5914530922169634e-23	9.51164635337715e-22
ENSG00000163362.11|INAVA|protein_coding	2.272953889372774	1.5623500363518932	0.15765656267404793	9.909831914717202	3.772803561932072e-23	9.979256934181495e-22
ENSG00000136636.13|KCTD3|protein_coding	43.667354171244426	-0.6148797276238072	0.062070639132468894	-9.906128504840321	3.9152462000250315e-23	1.0342899435630132e-21
ENSG00000143365.19|RORC|protein_coding	6.658141321735351	-0.8489133550391191	0.08576192576572118	-9.898487556799097	4.226177315791329e-23	1.1150153644688438e-21
